0|T|Augmentation des concentrations plasmatiques de carbamazépine avec signes de surdosage.|Surveillance clinique et, si besoin, contrôle des concentrations plasmatiques de carbamazépine et réduction éventuelle de sa posologie.|Increased plasma concentrations of carbamazepine overdose with signs of clinical surveillance.|Clinical surveillance and, if necessary, control of plasma concentrations of carbamazepine and possible reduction of its dosage.|http://tinyurl.com/24kn96t
264|D|Décrit pour désipramine, imipramine : inhibition de l'effet antihypertenseur de la guanfacine (antagonisme au niveau des récepteurs adrénergiques).||Described for desipramine, imipramine: inhibition of the antihypertensive effect of guanfacine (antagonism at adrenergic receptors ).||http://tinyurl.com/24kn96t
265|P|Augmentation des concentrations plasmatiques de l'antidépresseur imipraminique avec risque de convulsions et augmentation des effets indésirables.|Surveillance clinique accrue et, si nécessaire, adaptation posologique.|Increased plasma concentrations of tricyclics antidepressants with increased risk of seizures and side effects.|increased clinical surveillance and, if necessary, dose adjustment.|http://tinyurl.com/24kn96t
266|D|Hypertension paroxystique avec possibilité de troubles du rythme (inhibition de l'entrée du sympathomimétique dans la fibre sympathique).||Paroxysmal hypertension with the possibility of arrhythmias (inhibition of sympathomimetic entry in the sympathetic chord ).||http://tinyurl.com/24kn96t
267|P|Risque d'hypoglycémie ou d'hyperglycémie : diminution ou augmentation des besoins en glitazone, par diminution ou augmentation de la sécrétion de glucagon endogène.|Renforcer l'autosurveillance glycémique et adapter si besoin la posologie de la glitazone pendant le traitement par l'octréotide ou le lanréotide.|Risk of hypoglycemia or hyperglycemia: decrease or increase of glitazone requirements by decreasing or increasing the secretion of endogenous glucagon.|Strengthen SMBG and adjust the dosage if necessary glitazone for the treatment with octreotide or lanreotide.|http://tinyurl.com/24kn96t
268|D|Risque d'augmentation des effets indésirables de la glitazone par diminution de son métabolisme hépatique par le gemfibrozil.|Si l'association ne peut être évitée, surveillance clinique étroite.|Increased risk of adverse effects of glitazone by decreasing its hepatic metabolism by gemfibrozil.|If the association can not be avoided, close clinical monitoring.|http://tinyurl.com/24kn96t
269|P|Diminution des concentrations plasmatiques de la glitazone par augmentation de son métabolisme par la rifampicine.|Surveillance clinique et biologique ; adaptation de la posologie de la glitazone pendant le traitement par la rifampicine et après son arrêt.|Decreased plasma concentrations of glitazone by increasing its metabolism by rifampicin.|Clinical monitoring and biological adaptation of the glitazone dose during treatment with rifampicin and after his arrest.|http://tinyurl.com/24kn96t
270|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
271|D|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.|Si cela est possible, interrompre l'azolé antifongique. Si l'association ne peut être évitée, contrôle préalable du QT et surveillance ECG monitorée.|Increased risk of ventricular arrhythmias, including torsades de pointes.|If possible, stop the azole antifungal. If the association can not be avoided, due diligence and monitoring of ECG QT monitored.|http://tinyurl.com/24kn96t
272|PD|Augmentation des concentrations plasmatiques de midazolam par diminution de son métabolisme hépatique, avec majoration de la sédation.|Précaution d'emploi avec :<br /> - le midazolam IV Surveillance clinique et réduction de la posologie de midazolam en cas de traitement par l'azolé antifongique. <br />Association déconseillée avec :<br /> - le midazolam per os.|Increased plasma concentrations of midazolam by decreasing its hepatic metabolism, with an increase of sedation.|Precautions for use with: <br /> - Midazolam IV Clinical monitoring and reducing the dosage of midazolam when azole antifungal therapy with. <br /> Association not recommended for: <br /> - Midazolam orally.|http://tinyurl.com/24kn96t
273|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
274|T|Majoration du risque d'hypotension, notamment orthostatique.||Increased risk of hypotension, including orthostatic.||http://tinyurl.com/24kn96t
275|T|Majoration du risque d'hypotension, notamment orthostatique.||Increased risk of hypotension, including orthostatic.||http://tinyurl.com/24kn96t
276|P|Majoration du risque d'hypotension, notamment orthostatique.|Surveillance de la pression artérielle et adaptation posologique de l'antihypertenseur si nécessaire.|Increased risk of hypotension, including orthostatic.|monitoring blood pressure and dosage adjustment of the antihypertensive if necessary.|http://tinyurl.com/24kn96t
277|T|Diminution de l'effet antihypertenseur (rétention hydrosodée des corticoïdes).||Decreased antihypertensive effect (water retention steroids ).||http://tinyurl.com/24kn96t
278|T|Diminution de l'effet antihypertenseur (rétention hydrosodée des corticoïdes).||Decreased antihypertensive effect (water retention steroids ).||http://tinyurl.com/24kn96t
279|T|Majoration du risque d'hypotension, notamment orthostatique.||Increased risk of hypotension, including orthostatic.||http://tinyurl.com/24kn96t
280|D|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique sévère.||Increase of the hypotensive effect. Risk of severe orthostatic hypotension.||http://tinyurl.com/24kn96t
281|T|Majoration de l'effet hypotenseur. Risque majoré d'hypotension orthostatique.||Increase of the hypotensive effect. Increased risk of orthostatic hypotension.||http://tinyurl.com/24kn96t
282|D|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique sévère.||Increase of the hypotensive effect. Risk of severe orthostatic hypotension.||http://tinyurl.com/24kn96t
283|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
284|P|Risque d'hypotension orthostatique, notamment chez le sujet âgé.|Débuter le traitement aux posologies minimales recommandées et adapter progressivement les doses si besoin.|Orthostatic hypotension, particularly in the elderly.|Begin treatment at doses recommended minimum dose and gradually adjust if necessary.|http://tinyurl.com/24kn96t
285|P|Augmentation importante de la pression artérielle en cas d'arrêt brutal du traitement par l'antihypertenseur central.|Eviter l'arrêt brutal du traitement par l'antihypertenseur central. Surveillance clinique.|Significant increase in blood pressure in case of abrupt discontinuation of treatment with antihypertensive central.|Avoid abrupt discontinuation of treatment with antihypertensive Central. Clinical supervision.|http://tinyurl.com/24kn96t
286|D|Diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciables en cas d'insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur.||Decreased central sympathetic tone and vasodilator antihypertensive central harmful heart failure treated with beta-blocker and vasodilator.||http://tinyurl.com/24kn96t
287|T|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique majoré.||Increase of the hypotensive effect. Increased risk of orthostatic hypotension.||http://tinyurl.com/24kn96t
288|T|Majoration de l'effet hypotenseur. Risque majoré d'hypotension orthostatique.||Increase of the hypotensive effect. Increased risk of orthostatic hypotension.||http://tinyurl.com/24kn96t
289|T|Majoration de l'effet hypotenseur. Risque d'hypotension orthostatique sévère.||Increase of the hypotensive effect. Risk of severe orthostatic hypotension.||http://tinyurl.com/24kn96t
290|D|Avec les autres anti-inflammatoires non stéroïdien : majoration du risque ulcérogène et hémorragique digestif.||With other non-steroidal anti-inflammatory drugs: increased risk of gastrointestinal bleeding and ulcerogenic.||http://tinyurl.com/24kn96t
291|TD|Majoration du risque ulcérogène et hémorragique digestif.|Association déconseillée avec :<br /> - des doses anti-inflammatoires d'acide acétylsalicylique (>=1g par prise et/ou >=3g par jour)<br /> - des doses antalgiques ou antipyrétiques (>=500 mg par prise et/ou <3g par jour) <br />A prendre en compte avec :<br /> - des doses antiagrégantes (de 50 mg à 375 mg par jour en 1 ou plusieurs prises)|Increased risk of gastrointestinal bleeding and ulcerogenic.|Association not recommended with: <br /> - Anti-inflammatory doses of acetylsalicylic acid (>= 1g per dose and / or>= 3g per day) <br /> - Doses of analgesics or antipyretics (>= 500 mg per dose and / or <3g per day) <br /> To take into account with: <br /> - Antiplatelet doses (50 mg to 375 mg per day in 1 or more doses)|http://tinyurl.com/24kn96t
292|P|Insuffisance rénale aiguë chez le malade à risque (sujet âgé et/ou déshydraté) par diminution de la filtration glomérulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non stéroïdiens). Par ailleurs, réduction de l'effet antihypertenseur.|Hydrater le malade ; surveiller la fonction rénale en début de traitement.|Acute renal failure in the patient at risk (elderly and / or dehydrated) by decreasing glomerular filtration rate (inhibition of vasodilatory prostaglandins due to anti-inflammatory drugs). Furthermore, reduction of the antihypertensive effect.|Hydrate the patient; monitor renal function at baseline.|http://tinyurl.com/24kn96t
293|DC|Augmentation du risque hémorragique de l'anticoagulant oral (agression de la muqueuse gastroduodénale par les anti- inflammatoires non stéroïdiens).|Contre-indication :<br /> - avec la phénylbutazone. <br />Association déconseillée :<br /> - avec les autres AINS. Si l'association ne peut être évitée, surveillance clinique et biologique étroite.|Increased risk of bleeding of the oral anticoagulant (assault of the gastroduodenal mucosa by anti-inflammatory drugs ).|Contraindication: <br /> - With phenylbutazone. <br /> Association not recommended: <br /> - With other NSAIDs. If the association can not be avoided, close clinical and laboratory monitoring.|http://tinyurl.com/24kn96t
294|T|Réduction de l'effet antihypertenseur (inhibition des prostaglandines vasodilatatrices par les anti-inflammatoires non stéroïdiens et rétention hydrosodée avec les anti-inflammatoires non stéroïdiens pyrazolés).||Reduction of the antihypertensive effect (inhibition of vasodilatory prostaglandins by nonsteroidal anti-inflammatory drugs and fluid retention with anti-inflammatory drugs pyrazoles ).||http://tinyurl.com/24kn96t
295|P|Risque d'addition des effets néphrotoxiques, notamment chez le sujet âgé.|Surveiller la fonction rénale en début de traitement par l'AINS.|Risk of additive nephrotoxic effects, especially in the elderly.|Monitor renal function at the beginning of treatment with NSAIDs.|http://tinyurl.com/24kn96t
296|T|Majoration du risque ulcérogène et hémorragique digestif.||Increased risk of gastrointestinal bleeding and ulcerogenic.||http://tinyurl.com/24kn96t
297|P|Insuffisance rénale aiguë chez le malade à risque (sujet âgé et/ou déshydraté) par diminution de la filtration glomérulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non stéroïdiens). Par ailleurs, réduction de l'effet antihypertenseur.|Hydrater le malade et surveiller la fonction rénale en début de traitement.|Acute renal failure in the patient at risk (elderly and / or dehydrated) by decreasing glomerular filtration rate (inhibition of vasodilatory prostaglandins due to anti-inflammatory drugs). Furthermore, reduction of the antihypertensive effect.|Hydrate the patient and monitor renal function at baseline.|http://tinyurl.com/24kn96t
298|T|Augmentation du risque d'ulcération et d'hémorragie gastro- intestinale.||Increased risk of ulceration and gastrointestinal bleeding.||http://tinyurl.com/24kn96t
299|D|Augmentation du risque hémorragique (agression de la muqueuse gastroduodénale par les anti-inflammatoires non stéroïdiens).|Si l'association ne peut être évitée, surveillance clinique étroite.|Increased bleeding risk (aggression of gastroduodenal mucosa by anti-inflammatory drugs ).|If the association can not be avoided, close clinical monitoring.|http://tinyurl.com/24kn96t
300|T|Augmentation du risque hémorragique.||Increased risk of bleeding.||http://tinyurl.com/24kn96t
301|D|Augmentation du risque hémorragique (agression de la muqueuse gastroduodénale par les anti-inflammatoires non stéroïdiens).|Si l'association ne peut être évitée, surveillance clinique étroite.|Increased bleeding risk (aggression of gastroduodenal mucosa by anti-inflammatory drugs ).|If the association can not be avoided, close clinical monitoring.|http://tinyurl.com/24kn96t
302|T|Augmentation du risque hémorragique.||Increased risk of bleeding.||http://tinyurl.com/24kn96t
303|P|Insuffisance rénale aiguë chez le malade à risque (sujet âgé et/ou déshydraté) par diminution de la filtration glomérulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non stéroïdiens). Par ailleurs, réduction de l'effet antihypertenseur.|Hydrater le malade et surveiller la fonction rénale en début de traitement.|Acute renal failure in the patient at risk (elderly and / or dehydrated) by decreasing glomerular filtration rate (inhibition of vasodilatory prostaglandins due to anti-inflammatory drugs). Furthermore, reduction of the antihypertensive effect.|Hydrate the patient and monitor renal function at baseline.|http://tinyurl.com/24kn96t
304|T|Majoration du risque hémorragique.||Increased risk of hemorrhagic.||http://tinyurl.com/24kn96t
305|D|Augmentation de la lithémie pouvant atteindre des valeurs toxiques (diminution de l'excrétion rénale du lithium).|Si l'association ne peut être évitée, surveiller étroitement la lithémie et adapter la posologie du lithium pendant l'association et après l'arrêt de l'anti-inflammatoires non stéroïdiens.|Increased serum lithium levels of up to toxic levels (decreased renal excretion of lithium ).|If the association can not be avoided, close monitoring of serum lithium levels and adjust lithium dosage during the Association and after discontinuation of anti-inflammatory drugs.|http://tinyurl.com/24kn96t
306|PDC|Augmentation de la toxicité hématologique du méthotrexate (diminution de la clairance rénale du méthotrexate par les anti- inflammatoires).|Association contre-indiquée avec :<br /> - la phénylbutazone, quelle que soit la dose de méthotrexate et pour toutes les formes de phénylbutazone, y compris locales. Associations déconseillées:<br /> - avec les autres anti-inflammatoires non-stéroidiens et pour des doses de méthotrexate supérieures à 20 mg par semaine.<br /> - avec le kétoprofène et le méthotrexate à des doses supérieures à 20 mg par semaines, respecter un intervalle d'au moins 12 heures entre l'arrêt ou le début d'un traitement par kétoprofène et la prise de méthotrexate. Association nécessitant une précaution d'emploi :<br /> - avec les autres AINS et le méthotrexate utilisé à faibles doses (inférieures ou égales à 20 mg par semaine), contrôle hebdomadaire de l'hémogramme durant les premières semaines de l'association. Surveillance accrue en cas d'altération (même légère) de la fonction rénale, ainsi que chez le sujet âgé.|Increased haematological toxicity of methotrexate (decreased renal clearance of methotrexate with anti-inflammatory ).|Association cons-indicated with: <br /> - Phenylbutazone, whatever the dose of methotrexate and all forms of phenylbutazone, including local. Concomitant use not recommended: <br /> - With other anti-inflammatory steroid drugs and higher doses of methotrexate 20 mg per week. <br /> - With ketoprofen and methotrexate at doses above 20 mg per week, that an interval of at least 12 hours between stopping or starting treatment by ketoprofen and taking methotrexate. Association requiring a precaution for: <br /> - With other NSAIDs and methotrexate used in low doses (less than or equal to 20 mg per week), weekly monitoring of blood counts during the first weeks of the association. Enhanced surveillance in case of alteration (even mild) renal function and the elderly.|http://tinyurl.com/24kn96t
307|PD|Risque de majoration de la toxicité du pemetrexed (diminution de sa clairance rénale par les AINS).|Association déconseillée : Chez les patients ayant une fonction rénale faible à modérée (clairance de la créatinine comprise entre 45 ml/min et 80 ml/min). <br />Précaution d'emploi : Chez les patients ayant une fonction rénale normale. Surveillance biologique de la fonction rénale.|Risk of increase in the toxicity of pemetrexed (decreased renal clearance by NSAIDs ).|Association not recommended: In patients with mild to moderate renal function (creatinine clearance between 45 ml / min and 80 ml / min). <br /> Precautions for use: In patients with normal renal function. Biological monitoring of kidney function.|http://tinyurl.com/24kn96t
308|P|Risque d'addition des effets néphrotoxiques, notamment chez le sujet âgé.|Surveiller la fonction rénale en début de traitement par l'AINS.|Risk of additive nephrotoxic effects, especially in the elderly.|Monitor renal function at the beginning of treatment with NSAIDs.|http://tinyurl.com/24kn96t
309|D|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.|Si cela est possible, interrompre l'un des deux traitements. Si l'association ne peut être évitée, contrôle préalable du QT et surveillance ECG monitorée.|Increased risk of ventricular arrhythmias, including torsades de pointes.|If possible, interrupting one of the two treatments. If the association can not be avoided, due diligence and monitoring of ECG QT monitored.|http://tinyurl.com/24kn96t
310|P|Risque de majoration des troubles neuropsychiques.|Surveillance clinique et biologique régulière, notamment en début d'association.|Increase the risk of neuropsychiatric disorders.|regular clinical and biological monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
311|D|Antagonisme réciproque du dopaminergique et des neuroleptiques. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques. En cas de nécessité d'un traitement par neuroleptiques chez le patient parkinsonien traité par dopaminergique, ces derniers doivent être diminués progressivement jusqu'à l'arrêt (leur arrêt brutal expose à un risque de 'syndrome malin des neuroleptiques').||Mutual antagonism of dopamine and neuroleptics. The dopamine can cause or aggravate psychotic disorders. In case of need for neuroleptic treatment in patients with parkinsonism treated with dopamine, the latter should be reduced gradually until stop (their crash poses a risk of \u0026quot;neuroleptic malignant syndrome\u0026#39;).||http://tinyurl.com/24kn96t
312|T|Risque de diminution des concentrations plasmatiques de l'atazanavir.||Risk of decreased plasma concentrations of atazanavir.||http://tinyurl.com/24kn96t
313|T|Risque de carence en cyanocobalamine après traitement prolongé (quelques années), la réduction de l'acidité gastrique par ces médicaments pouvant diminuer l'absorption digestive de la vitamine B12.||Risk of cyanocobalamin deficiency after prolonged treatment (several years), the reduction of gastric acidity by these drugs may reduce the intestinal absorption of vitamin B12.||http://tinyurl.com/24kn96t
314|T|Risque de diminution des concentrations plasmatiques de l'erlotinib.||Risk of decreased plasma concentrations of erlotinib.||http://tinyurl.com/24kn96t
315|T|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
316|T|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
317|D|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
318|P|Diminution de l'absorption digestive de l'antihistaminique H2.|Prendre les topiques gastro-intestinaux et antiacides à distance de l'antihistaminique H2 (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of the histamine H2.|Take the topical gastrointestinal and antacids distance of H2 antihistamine (over two hours, if possible).|http://tinyurl.com/24kn96t
319|D|Diminution très importante des concentrations plasmatiques de l'atazanavir, avec risque d'échec thérapeutique.||Dramatic decrease in plasma concentrations of atazanavir, with risk of treatment failure.||http://tinyurl.com/24kn96t
320|T|Risque de diminution de l'efficacité du clopidogrel par inhibition de la formation de son métabolite actif par l'IPP.||Risk of reduced efficacy of clopidogrel by inhibiting the formation of its active metabolite PPI.||http://tinyurl.com/24kn96t
321|T|Risque de carence en cyanocobalamine après traitement prolongé (quelques années), la réduction de l'acidité gastrique par ces médicaments pouvant diminuer l'absorption digestive de la vitamine B12.||Risk of cyanocobalamin deficiency after prolonged treatment (several years), the reduction of gastric acidity by these drugs may reduce the intestinal absorption of vitamin B12.||http://tinyurl.com/24kn96t
322|T|Risque de diminution des concentrations plasmatiques de l'erlotinib.||Risk of decreased plasma concentrations of erlotinib.||http://tinyurl.com/24kn96t
323|T|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
324|T|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
325|T|Risque d'inefficacité du traitement antisécrétoire par diminution de son métabolisme par le millepertuis.||Risk of ineffective treatment with antisecretory decrease its metabolism by hypericum.||http://tinyurl.com/24kn96t
326|D|Diminution de l'absorption de l'azolé antifongique, par augmentation du pH intragastrique par l'antisécrétoire.||Decreased absorption of azole antifungal, by increasing the intragastric pH by antisecretory.||http://tinyurl.com/24kn96t
327|D|Erythèmes, phlyctènes, voire nécrose cutanéo-muqueuse (formation d'un complexe caustique en cas d'utilisation concomitante d'antiseptiques iodés et mercuriels). L'interaction dépend de la stabilité de l'organo-mercuriel au niveau cutané et de la sensibilité individuelle.||Erythema, blistering, necrosis or mucocutaneous (formation of a complex caustic concomitant use of iodine antiseptics and mercury). The interaction depends on the stability of the organo-mercury in the skin and individual susceptibility.||http://tinyurl.com/24kn96t
328|T|Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage.||Increased risk of respiratory depression, which can be fatal in overdose.||http://tinyurl.com/24kn96t
329|T|Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage.||Increased risk of respiratory depression, which can be fatal in overdose.||http://tinyurl.com/24kn96t
330|T|Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage.||Increased risk of respiratory depression, which can be fatal in overdose.||http://tinyurl.com/24kn96t
331|T|Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage.||Increased risk of respiratory depression, which can be fatal in overdose.||http://tinyurl.com/24kn96t
332|D|Diminution de l'effet antalgique ou antitussif du morphinique, par blocage compétitif des récepteurs, avec risque d'apparition d'un syndrome de sevrage.||Decreased effect of opioid analgesic or antitussive, by competitive blockade of receptors, with risk of developing a withdrawal syndrome.||http://tinyurl.com/24kn96t
333|P|Risque de diminution de l'effet de l'anticoagulant oral par augmentation de son métabolisme hépatique par l'aprépitant.|Contrôle plus fréquent de l'INR. Adaptation de la posologie de l'anticoagulant oral pendant et après l'association.|Risk of decreased effect of oral anticoagulants by increasing its hepatic metabolism by aprepitant.|more frequent monitoring of INR. Adaptation of the dose of oral anticoagulant during and after the association.|http://tinyurl.com/24kn96t
334|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
335|P|Augmentation des concentrations plasmatiques de dexaméthasone par diminution de son métabolisme hépatique par l'aprépitant.|Réduire d'environ de moitié la dose de dexaméthasone lors de son association à l'aprépitant.|Increased plasma concentrations of dexamethasone decreased its hepatic metabolism by aprepitant.|Reduce by about half the dose of dexamethasone during his association with aprepitant.|http://tinyurl.com/24kn96t
336|C|Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.||Increased risk of ventricular arrhythmias, including torsades de pointes.||http://tinyurl.com/24kn96t
337|T|Risque de diminution des concentrations plasmatiques de l'atazanavir.||Risk of decreased plasma concentrations of atazanavir.||http://tinyurl.com/24kn96t
338|D|Diminution très importante des concentrations plasmatiques de l'atazanavir, avec risque d'échec thérapeutique.||Dramatic decrease in plasma concentrations of atazanavir, with risk of treatment failure.||http://tinyurl.com/24kn96t
339|T|Risque de majoration ou de diminution des effets de la buprénorphine, à la fois par inhibition et accélération de son métabolisme par l'inhibiteur de protéase.||Risk of increase or decrease the effects of buprenorphine, both inhibition and acceleration of its metabolism by the protease inhibitor.||http://tinyurl.com/24kn96t
340|P|Augmentation des concentrations plasmatiques de clarithromycine et inhibition de la formation de son métabolite actif.|Surveillance clinique et biologique régulière, notamment en début d'association.|Increased plasma concentrations of clarithromycin and inhibition of the formation of its active metabolite.|regular clinical and biological monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
341|D|Risque de baisse de l'efficacité de l'atazanavir par augmentation de son métabolisme hépatique.|Si l'association s'avère nécessaire, adaptation posologique de l'atazanavir avec surveillance clinique et biologique régulière, notamment en début d'association.|Risk of decline in the effectiveness of atazanavir by increasing its hepatic metabolism.|If the combination proves necessary, dosage adjustment of atazanavir with regular clinical and laboratory monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
342|D|Risque de baisse de l'efficacité de l'atazanavir par augmentation de son métabolisme hépatique.|Si l'association s'avère nécessaire, adaptation posologique de l'atazanavir avec surveillance clinique et biologique régulière, notamment en début d'association.|Risk of decline in the effectiveness of atazanavir by increasing its hepatic metabolism.|If the combination proves necessary, dosage adjustment of atazanavir with regular clinical and laboratory monitoring, especially at the beginning of association.|http://tinyurl.com/24kn96t
343|P|Diminution de l'absorption digestive du bêta-bloquant.|Prendre les topiques gastro-intestinaux et antiacides à distance du bêta-bloquant (plus de 2 heures, si possible).|Decreased gastrointestinal absorption of beta-blocker.|Take gastrointestinal and topical antacids distance of beta-blocker (over two hours, if possible).|http://tinyurl.com/24kn96t
344|D|Risque d’augmentation des effets indésirables de l’atomoxétine, par diminution importante de son métabolisme hépatique.|Si l’association ne peut être évitée, surveillance clinique et adaptation de la posologie de l’atomoxétine pendant le traitement par l’inhibiteur et après son arrêt.|||http://tinyurl.com/24kn96t
345|D|Risque d’augmentation des effets indésirables de l’atomoxétine, par diminution importante de son métabolisme hépatique.|Si l’association ne peut être évitée, surveillance clinique et adaptation de la posologie de l’atomoxétine pendant le traitement par l’inhibiteur et après son arrêt.|||http://tinyurl.com/24kn96t
346|D|Risque d’augmentation des effets indésirables de l’atomoxétine, par diminution importante de son métabolisme hépatique.|Si l’association ne peut être évitée, surveillance clinique et adaptation de la posologie de l’atomoxétine pendant le traitement par l’inhibiteur et après son arrêt.|||http://tinyurl.com/24kn96t
347|T|Augmentation des concentrations plasmatiques de l'hypolipémiant, avec risque de survenue d'effets indésirables, notamment musculaires.||Increased plasma concentrations of lipid lowering, with the risk of adverse reactions, including muscle.||http://tinyurl.com/24kn96t
348|D|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique de l'hypocholestérolémiant.||Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis, by decreasing the hepatic metabolism of cholesterol.||http://tinyurl.com/24kn96t
349|P|Augmentation de l'effet de l'anticoagulant oral et du risque hémorragique.|Contrôle plus fréquent de l'INR. Adaptation éventuelle de la posologie de l'anticoagulant oral.|Increase the effect of oral anticoagulation and bleeding risk control.|more frequent INR. Whether to adjust the dosage of oral anticoagulant.|http://tinyurl.com/24kn96t
350|P|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de l'hypocholesterolémiant.|Ne pas dépasser la posologie de 10mg/jour d'atorvastatine. Si l'objectif thérapeutique n'est pas atteint à cette posologie, utiliser une autre statine non concernée par ce type d'interaction.|Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis (decreased hepatic metabolism of cholesterol-lowering.|Do not exceed the dose of 10 mg / day of atorvastatin. If therapeutic objective is not achieved at this dose, use another statin not concerned by this type of interaction.|http://tinyurl.com/24kn96t
351|P|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique de l'hypocholesterolémiant.|Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction.|Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis, by decreasing the hepatic metabolism of cholesterol.|Use lower doses of cholesterol. If the therapeutic goal is not reached, another statin use is not concerned by this type of interaction.|http://tinyurl.com/24kn96t
352|P|Risque de majoration des effets indésirables musculaires de ces substances, et notamment de rhabdomyolyse.|Surveillance clinique et biologique, notamment au début de l'association.|Risk of increased side effects of muscle substances, including rhabdomyolysis.|clinical and laboratory monitoring, especially at the beginning of the association.|http://tinyurl.com/24kn96t
353|P|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique de l'hypocholestérolémiant.|Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction.|Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis, by decreasing the hepatic metabolism of cholesterol.|Use lower doses of cholesterol. If the therapeutic goal is not reached, another statin use is not concerned by this type of interaction.|http://tinyurl.com/24kn96t
354|P|Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique de l'hypocholesterolémiant.|Utiliser des doses plus faibles d'hypocholestérolémiant. Si l'objectif thérapeutique n'est pas atteint, utiliser une autre statine non concernée par ce type d'interaction.|Increased risk of adverse effects (concentration-dependent) to type of rhabdomyolysis, by decreasing the hepatic metabolism of cholesterol.|Use lower doses of cholesterol. If the therapeutic goal is not reached, another statin use is not concerned by this type of interaction.|http://tinyurl.com/24kn96t
355|D|Risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse.||Risk of additive adverse effects (dose-dependent) to type of rhabdomyolysis.||http://tinyurl.com/24kn96t
356|D|Risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse.||Risk of additive adverse effects (dose-dependent) to type of rhabdomyolysis.||http://tinyurl.com/24kn96t
